commit,label
"意外找到這間皮膚科 遇到蔡醫師
非常溫柔 細心
從油肌到幾乎不會出油的狀況
還會關心平常狀況 從等拍婚紗到舉行婚禮 從中了解臉部狀況 (?) 😆

預約制度 有網路成功初診掛號後 每次看診都可以算預約下次回診時間 但是有時候確認好還是有被約錯的可能
還發生一次 臉書私訊要改時間 要改日期但時間不變 診所直接罐頭訊息回應幫你預約好嘍 後面才備註其他時間點 根本不是患者可以的時間 其實只要多回覆一句 您想約的時間已經沒有嘍 或是這個時段已經沒有嘍 請問其他這個時段可以嗎？
善意提醒告知 卻收到一句 bye~ 還加符號
並不是每位患者都住在診所附近
雖然是我自己沒有確認好 但是我覺得善意提醒彼此卻收",5
"以前皮膚還不錯，後來因為化妝+各種保養品的摧殘過了25歲之後開始變成痘痘肌，不管怎麼做臉、擦藥、吃抗生素、看醫生都沒有起色，總是藥吃完之後就復發，每每都覺得很沮喪也想放棄，頂著爛臉大概有4-5年之久。
在某一天突然看到朋友推薦陳皮醫生很想掛號直接給醫生看，無奈太遠，因緣際會下看到吳及時皮膚科評價不錯，心裡想反正已經走投無路就去試試看好了。
很快地就到看診的那日，吳醫生詼諧幽默的看診方式讓我心情放鬆不少，而且盡心解說每種藥品的使用方式讓我受益良多，雖然A酸所費不貲，但想說給自己一個機會試試。好險有試，也像醫生說的很幸運沒有遇到爆痘期，皮膚也越來越少痘痘，並且開始嘗試素顏上班。雖然剛開始很沒有安全",5
"被痘痘困擾三十幾年
期間看過許多皮膚科、中藥調理皆無效
來這邊給吳醫師看診近半年
第一次感受到皮膚可以這麼平滑
遵照醫囑吃口服A酸、擦藥、洗臉
雖然是較貴的自費診所
但醫生強調不塗抹其他保養品跟化妝品
省下給商人的錢多更多！
痘痘消失後，即使不化妝
也被說看起來更漂亮了
今天起停止口服A酸正式畢業
之後只要洗臉擦藥
再看個人需求來診所保養做臉即可
千萬注意不要再亂擦東西亂化妝把痘痘養回來
謝謝吳醫師，真的好開心
我終於可以自信出門了~",5
"青春痘問題困擾我長達一兩年的時間了
雖然說都是一陣一陣
抹藥 嚴重一點吃藥
都可以控制得下來
但卻也是十分惱人的問題

在4月分的時候
看到了這間診所的一些評價
似乎對於治療青春痘十分擅長
甚至可以達到根治的成效
並抱著滿心期待預約三個星期後
殊不知 這是一場惡夢的開始

在第一次看診時
醫生問我是否願意吃口服A酸
而我也對可能的副作用做了詳細的詢問
當中 令我最畏懼的一項 就是初期的爆痘
而當時 醫生向我說
「我們會幫你避免 而且你看起來也不像會爆痘」
因此我便開始服用口服A酸
大約過了一個星期
慢慢產生了爆痘期
過程中也不斷向醫生(吳及時本人)反應
但得到的回覆總是
「這代表痘痘在排出 是",1
"因為從網路上看到非常多人推薦這間診所
，所以前來想解決皮膚的問題。
可以一次看不同皮膚的問題狀況
當時是給吳醫生看得
醫生的態度很親切
問診很清楚
不過當時在掛號的時候，是使用網路上的掛號系統，所以只有時段可以選擇，來到診所後大約還等了快40分鐘左右，所以如果來這看診需要多一些耐心等待。
個人覺得也許能夠人工預約較佳，可以時間上比較準確，或是更為便民一些，畢竟網路預約有時候還是容易有一些出入。
這裡的費用因為是自費的，所以如果是長期看診的話花費較高。
醫生不會隨意推薦用品，有什麼問題都可以問，解惑了不少自己的一些觀念。
不過隱私的部分個人覺得有些不夠，雖然有門可以關上，但前台的人員等於也是能聽",3
醫師講解專業細膩，不含糊，給對患者身體最好的方式,5
醫生優良，但打工人員講真的是我看過最瞎的瞎妹。,4
櫃檯金髮的小姐態度很差每次都擺個死臭臉好像欠她很多錢一樣，上二樓呆坐在那十幾分鐘沒半個人影要招呼,2
林醫師人超Nice，會針對皮膚的疾病做治療，也細心的解說病因，打完雷射敷完診所保濕面膜感覺就退紅許多，也買了一盒回家使用，真的很溫和不刺激～～～大推👍🏻👍🏻,5
"醫生講解非常詳細清晰有條理！
看診速度雖快但不說廢話，直接講重點，
說明也很清晰好懂，很推薦唷！
至於成效如何有時候真的就是看病人的配合狀況了～",5
很專業推薦大家！😀,5
醫師細心專業，服務很好👍👍👍👍👍,5
"已從健保改成自費，囊腫型青春痘打了三針，外加一週口服藥跟三款外用藥膏，總共500元。
醫生問診親切專業，櫃檯接待人員並沒有像普遍評價說的態度不好。比北市某知名自費皮膚科好太多了（北市那間只開個藥跟你講作息要正常，收800）",5
自費沒健保，開始就收500塊,1
"小姐服務態度適中.但沒在收健保卡..所以費用有些貴 = =""",3
好醫師，有醫德，醫術高明，醫師的英文也很厲害,5
"帶孩子去看青春痘門診，護士小姐很細心，醫生也很仔細且很輕聲細語地說明情況，讓我們很安心，孩子治療效果也很好，感謝醫生!
很棒的是不用等太久喔!!",5
兩百起跳，似乎無需排長龍，醫術依舊。,4
醫師非常親切有耐心,5
醫生看診仔細，清楚解釋病狀，皮膚有問題都固定給賴醫師看,5
"醫生問診細心
告訴我斑 生成根本之源  不會推銷你打雷射 佛心醫生 ，3歲開始就應注意防曬 ，防曬乃即萬斑之源 感謝醫生",5
感覺很好，醫生很仔細說明，藥師也很客氣，不像其他人說的那樣，基本上我覺得ok，室內裝潢也很美，又不用排隊等，整體不錯,5
連掛號費200元都要使詐嗎？欺負小孩子不懂事，櫃檯明知要點痣美容師不在還要他掛號，結果醫師隨便給個粉刺藥膏就算是交代了嗎？世風日下喔！,1
專業誠懇 有問必答 俐落實在,5
"我是在平日八點多去的，當時門診是空的，沒有病患掛號，看過網評還是覺得自己試過才知道，就還是進去看診了，進去門診後告知醫師自己的問題及患部（上眼皮），醫師只是問了我鼻子會不會過敏⋯我剛好有鼻中膈彎曲的問題便順勢回了會鼻塞。接著醫師連看上眼皮皮膚都沒看就直接講解說是過敏導致的，覺得不可思議的講解後我還再問醫師一次，醫師開始口氣不耐煩的回覆「一樣啊，就是眼鼻循環都相通啊」⋯接著我就去領藥了。拿到藥單後，藥單上是寫治療過敏性濕疹的用藥⋯

我自己也是醫療人員，從沒看過醫生連看都沒看就直接診斷，講解的東西只讓病患滿頭問號⋯像這樣的診所，我是真的沒信心用藥、也不會向朋友推薦了⋯",1
今日過來面試的時候，104上面寫有客服經驗佳，我看到我就來面試，但面試的主管卻說因為我沒有使用過信用卡的服務，剛出社會的新鮮人就是要重投學習啊，都不會給新鮮人一個學習的機會，卻不雇用...那為什麼104上面不要寫清楚...不知道很浪費彼此的時間與油錢嗎....真的是糟透了...以後要面試的人先想清楚再來。,1
"醫師很親切技術
諮詢師服務好專業知識佳，
會為客人量身訂做的療程，
值得大力推薦👍👍👍👍👍",5
服務人員很親切的講解很注意細節，店內環境隱私空間做的很棒，諮詢師的知識很充足必問必答價錢也很公道哦！,5
"走進去一次就不會再去第二次
店長態度很差
老闆請這種主管因該是沒有在意客人跟診所",1
"醫師很細心，
人員服務很專業，不強迫推銷，
打完效果很好，
會一直都來定期保養的好所在",5
隨便問問就開藥,1
"老醫生 會盡量一次幫忙處理完問題，
真的要推。  問問題很有耐心的回應，人親切。",5
"醫生很親切
而且也很有趣
給了我很多生活上的建議！",5
看了Google上的評論，第一次來看診，老醫師很親切。,5
態度差 膚淺 不會再去,1
"覺得服務不錯呀，樓上那些不好的評論
會不會是看診者問的方式不禮貌？
或是自己一直說，不讓專業的醫師講解導致？
好險沒全相信上面那些負面評鑑

另外建議和我一樣腳常濕悶的病友們
可以買吸汗、透氣的五指襪（我是中友買的）
在搭配醫生的藥膏和建議
真的會很有幫助喔，祝福大家一起恢復健康",5
"看了2次都沒有改善，問診速度超快，講沒3句話就結束...現在終於理解為何這家診所都不必排隊了。
當初真不該貪圖方便來這裡看診。",1
這醫師看患處不近看，只拿手電筒遠照是怕得到病毒嗎？想問問題也表現不耐煩的樣子，拿診所自己裝填的2-3瓶小罐藥膏也要貼錢，被高評價騙了，拒絕再去，失望極了。,1
"長期尋麻疹在許醫師這裡拿藥治療，也會拿牛皮癬藥擦。

許醫師都很客氣親切，而且藥也很有效的，晚上來可能都要等，但是很適合我的醫
師。",5
醫生看診速度很快，一次只能看一個部位，其他部位要你下次再來。要另外付藥費20。,2
早上的醫生 真的很不行，態度極差,1
"沒看過態度這麼差的醫生(姓林的)，一進診間就臭臉給你看，因為之前去別的診所看診沒看好所以想換一間試試看,結果一副超級不削的態度問我幹嘛來這看？找之前看的診所就好啦？!我哩!@#%！！！！！！問他話感覺好像我欠他幾千萬一樣，我真是瞎了眼才會去這間診所！！以上絕對是實話實說，還想要去看診的人自己考慮清楚。",1
"跟醫生說明病況
醫生連看都沒看就一副我大驚小怪的樣子說那沒什麼
再仔細詢問是否可以不用管他
醫生竟然很不耐煩的說 不然給你開個藥回去擦
是在敷衍什麼!?  啊不是說那沒什麼  幹嘛還要擦藥
就是想打發病患啊不讓病患詢問病因或如何處理等等
根本不聽病患說話也不跟病患說明狀況
只要多問幾句直接用「開藥給你擦一擦」打發病患
有看跟沒看一樣...",1
醫生跟櫃檯不知道是在跩什麼，問個皮膚炎問題拿書給你翻！是在哈嘍～,1
醫生蠻兩光的 一個傷口拆線連來兩次都拆不乾淨 還暗示不要說話怕被外面等候病患聽到 前幾天發現傷口還有個黑點 自己硬擠出來又是根縫線....非常傻眼,1
上個月去診所洗牙，是一位女醫生幫我洗的，創下人生洗牙最快速的體驗，當時心中雖然覺得有點草率但誰不希望加快看牙流程呢？所以當時沒有即時跟醫生反應，回家看牙齒咬合面溝紋上還是好多黑點，醫生如果沒處理也就罷了，可以告訴我要約下一次才能處理，提都沒提還說我牙齒很好，難道不應該告知患者嗎？總之覺得浪費半年一次的健保補助洗牙機會，如果下次有機會想改換其他醫生、爬了評論覺得診所醫生們都很好，應是該名女醫生當時不想仔細用。,4
兩年多前柯醫師幫我做了牙齒矯正，很有感～醫生人也很有耐心，牙助也是,5
"柯醫生的矯正技術很好，讓我把原本不整齊的牙齒，經過一年半的時間變得很整齊！
董醫師很有耐心又專業！！是一個很能夠溝通的帥氣醫師！想做假牙可以找他，又美又自然！",5
“劉俞均”  醫師，不僅治牙醫術高明.細心、耐心和關心，視病如親的態度看診，治牙過程彷彿置身於仙境般輕鬆、快樂！完全不存在治牙可怕的經歷，牙美了，大笑也不再怕露牙......可謂百年難得一遇的醫界奇才！,5
診所團隊非常專業！特別是矯正牙醫柯智鐘醫師與其團隊給予的專業建議並細心跟客人解說跟提醒，矯正成果如預期令人非常滿意,5
醫生的診斷有誤，結果吃了3天藥完全沒改善，改看其他家診所才發現我根本不是感冒，醫生說我吼嚨紅，可是我完全沒喉痛，其他別家2個醫生也說我喉嚨完全沒事，覺得很無言,2
去年年初找了邱醫師做自體豐胸，本來對自體的效果有點擔心留存不易，沒想到過了一年多仍然維持得很好，術後也沒有傷疤的問題，看起來跟真的胸部一模一樣，真的非常值得！,5
"覺得醫美要三思，對過瘦的人來說效果還是不彰
三個月少掉6-7成，一年後就跟原本差不多了
術前術後測量，術前平躺術後躺45度，基準不同也很妙
雖然醫護人員服務👌，但口袋不夠還是不要輕易嘗試",3
非常推薦找邱醫師做自體豐胸，專業卻沒有距離感，診所工作人員也不像一般醫美診所商業推銷令人備感壓力，手術效果也令人很滿意。,5
"我的縮胃針完全無效，哈哈!
但我懶得把FB的再重打1次了
總之扣除時間成本外，花8.5w
1個月後1kg都沒瘦，
要我回診後要我再重花8.5w 賭第二次
哈哈哈 8.5w拿
去買ETF都還能買個1~2張
基於以上
給1顆星絕對不為過。",1
服務非常好，美容師、諮詢師都很nice👍,5
環境舒服，醫師親切，美容師專業🤙,5
"醫生技術很好
也很細心
下次會再來☺️☺️☺️",5
⭐️⭐️⭐️⭐️⭐️⭐️每次來都感受到非常貼心的服務，謝謝每位美麗的工作人員。,5
服務態度很好～環境也很舒服,5
"元元諮詢師溫柔又專業很有耐心的為我解說和安排
皮秒、肉毒、玻尿酸都讓人滿意
醫生的技術專業的無可挑剔👍
整體服務和環境也讓人感到放鬆",5
"定期保養不能少 !
推薦諮詢師佳昕 Jessie💜
有問必答～
解說詳細
不推銷 不強迫消費
親切的服務👍🏻👍🏻👍🏻",5
地點離國父紀念館捷運站3分鐘超方便，診所環境舒適明亮，還有膠囊咖啡可以喝 >/////,5
"這邊小姐服務都很親切又專業
大推薦！服務諮詢師佳昕。",5
楊佳昕諮詢師Jassie態度非常好，又熱心，很喜歡她,5
"等很久 等超過90分鐘只看不到1分鐘
不小心剛剛過號一號 就要再等5位
到後面看診時間已過等待區還一堆人醫生愈看愈快

不是不能等，也不是不尊重專業。
只是覺得一下快一下慢病患無法掌握時間
（前近50分鐘號碼只前進5號，後來因為太餓跑去吃個飯花25分鐘跳了12號，回去的時候就不小心過一號了）

我也想在那邊細細等
但等待區椅子超少裡面也站的很擠
想坐沒得坐想站又擠又悶
站外面風又超大還有細雨

第二次去真的超失望超生氣
還要叫我預約下次？
沒有下次了。

［更新］
後來一年還是會去一次固定檢查眼睛
知道容易有等待/容易過號的問題 就會盡量避免
然後院長真的看的滿好的～
以前給一顆星太嚴苛了
所",4
"幫忙檢查視力和驗光的助理態度很差，剛坐下去也沒調整機器的高度就一直要人額頭靠著，最好是靠得到！！
檢查視力（看C的開口在哪個方向）的時候也很沒耐心，還沒比出方向或確定看不到就直接跳下一個，不知道是在趕什麼...感覺很隨便，所以也很疑惑這樣測出來的數字是否真實？

掛號費也很貴..沒在這裡配眼鏡拿處方箋還要150元...

給兩顆星是因為名義上該有的檢查都有提供，算有達到看診需求。還有醫生以及櫃檯領藥及後來說明配眼鏡問題的人員態度還不錯。",2
"醫生看診沒帶手套就摸病人眼睛，之前去其他間沒帶手套也會用棉花棒，不會用手直接碰觸，然後問家裡有沒有養寵物，說不能養，不然眼睛就會一直這樣，想請問醫生是要我棄養嗎？
等了40分鐘，看診不到5分鐘",1
"來看診 只說結膜炎 問怎麼感染的
只回一句 就感染啦 急著把病人趕走
這是你們專業的態度嗎？？？？
不推薦來看診的人 醫生態度超差",1
10/21回診提早抵達，掛號後馬上進診間。有效率不草率的看診，推薦蕭裕泉醫師～,5
護理師跟櫃檯人員態度都非常親切！,5
櫃台超親切，醫生超專業！,5
有超強耐心的護士小姐志工們。,5
