word,label
"['下午', '門診', '楊', '醫師', '很', '細心', '講解', '痣', '的', '養成', '應', '注意', '事項', '不會', '草草', '看診', '用', '健保', '200', '元', '就', '可', '打', '3', '顆', '真的', '很', '划算', '再', '也', '不用', '專程', '跑', '嘉義', '不用', '自費', '買', '麻醉', '藥膏', '人工', '貼片', '也', '不會', '被', '推銷', '安瓶', '台中', '護士', '雷射', '後', '還', '會', '幫助', '貼透氣', '膠帶', '再次', '說明', '應', '注意', '的', '地方']",5
"['連', '一', '顆', '心', '都', '不', '想', '給', '>']",1
"['懷疑', '五星', '是', '親友', '們', '給', '的', '評分', '針對', '個人', '點痣', '感受', '撰寫', '以前', '在', '別的', '縣市', '有', '做', '過', '點痣', '就算', '手術', '簡單', '醫生', '也', '會', '詳細', '跟', '你', '說明', '痣', '的', '成因', '跟', '注意', '是否', '病變', '這裡', '是', '進去', '指好', '哪', '幾', '顆', '要點', '就', '上', '麻藥', '出診', '間', '等', '了', '有', '疑問', '也', '沒', '得到', '詳細', '的', '說明', '隔', '幾', '天', '拆', '膠帶', '小', '顆', '的', '平痣', '傷口', '面積', '比', '另', '一', '顆', '較', '大', '的', '凸痣', '還', '大', '而且', '凸', '痣', '邊緣', '還', '有', '明顯', '黑黑', '的', '沒', '打掉', '過去', '在', '別', '縣市', '就診', '更', '大', '顆', '的', '凸痣', '也', '是', '能', '一', '次', '打', '得', '很', '乾淨', '且', '傷口', '圓整', '這裡', '打', '得', '真的', '不盡', '如', '人意', '護理師', '態度', '不錯', '傷口', '照顧', '也', '講', '得', '很', '清楚', '醫生', '感覺', '略', '敷衍', '但', '個人', '感受', '不', '像', '一些', '一星', '評價', '得', '那麼', '糟糕', '就是了', '另外', '價格', '真的', '很', '便宜', '如果', '是', '很', '迷你', '得', '平痣', '來', '打', '應該', '是', '還可以', '的', '如果', '痣', '的', '大小', '很', '明顯', '就', '三思', '吧']",2
"['雷射', '除斑', '都', '亂', '打', '護士', '說', '紅斑', '不', '打', '結果', '醫生', '也', '打', '連', '凹洞', '也', '打', '是', '怎樣', '感覺', '護士', '比較', '像', '醫生']",1
"['禮拜六', '下午', '過去', '看診', '不', '知道', '是', '哪', '一', '位', '醫師', '看診', '的', '時候', '從頭到尾', '只', '講', '了', '一', '句', '話', '：', '「', '自費', '的', '藥', '要', '兩', '個', '禮拜', '以後', '才', '能', '擦', '」', '完全', '沒有', '說明', '一下', '傷口', '的', '狀況', '或者', '應該', '注意', '什麼', '的', '然後', '就', '要', '預約', '回診', '的', '時間', '⋯⋯', '是', '在', '哈囉', '對於', '幾', '天', '前', '才', '歷經', '車禍', '且', '剛', '拆', '線', '的', '病人', '擔憂', '著', '臉部', '是否', '留下', '疤痕', '況且', '我們', '還是', '拿', '著', '助行器', '進去', '看診', '的', '如果', '我', '事', '前', '能夠', '知道', '來', '這裡', '看診', '等於', '有', '看', '跟', '沒', '看', '一樣', '的話', '我們', '絕對', '不會', '這麼', '辛苦', '的', '過來', '的']",1
"['很', '不', '喜歡', '不停', '被', '推銷', '保養品', '是', '業績', '壓力', '很', '大', '嗎', '來', '這裡', '看滿', '多', '次', '了', '全部', '覺得', '那', '位', '做', '比較', '久', '短髮', '戴', '黑框', '眼鏡', '的', '護士', '最', '有', '耐心', '最', '親切', '都', '會', '告訴', '來', '看病', '的', '人', '大概', '要', '等', '多久', '這樣', '比較', '能', '掌握', '時間', '謝謝', '妳', '只不過', '坐', '著', '等', '看病', '的', '時候', '發現', '這裡', '的', '護士', '換', '了', '好多', '個', '不', '知道', '是', '壓力', '太', '大', '還是', '怎樣', '他們', '上班', '尤其', '是', '院長', '的', '診', '都', '很', '戰戰兢兢', '的', '忙進忙出', '辛苦', '了']",1
"['這', '這裡', '的', '藥量', '也', '太少', '同樣', '的', '藥用', '洗髮精', '可以', '去', '別', '家', '診所', '自費', '100', '塊', '大', '罐', '50', 'ml', '這裡', '看診', '才', '給', '一', '瓶', '小', '的', '還是', '看起來', '像', '分裝', '的', '多', '一', '瓶', '還要', '自費', '自費', '價錢', '竟然', '跟', '別', '家', '診所', '大', '罐', '的', '差不多', '就算', '自費', '一', '罐', '加', '看診', '的', '也', '沒', '別', '家', '的', '量', '多', '太', '摳']",1
"['另', '一', '間', '西屯', '陳皮膚科', '我', '也', '去', '過', '跟', '這', '間', '比', '風格', '差', '很多', '也', '不', '是', '另', '間', '不', '好', '就', '是', '這', '間', '的', '院長', '一', '個', '診', '很', '慢', '我', '進去', '之後', '院長', '非常', '細心', '的', '幫', '我', '到處', '看看', '各', '種', '講解', '衛教', '非常', '感謝', '我', '是', '看病', '毒疣', '不', '是', '醫美', '喔', '醫美', '不要', '參考', '我', '的', '意見', '綜上', '所', '述', '才', '會', '花', '時間', '來', '留']",5
"['這裡', '是', '美容院', '不', '是', '皮膚科', '嗎', '第一', '次', '遇到', '皮膚科', '一直', '推銷', '保養品', '感覺', '他們', '壓力', '很', '大', '沒', '買單', '不行']",1
"['之前', '去', '看', '了', '2', '次', '囊腫痘', '間隔', '1', '-', '2', '週', '左右', '加上', '痘痘', '也', '一', '段', '時間', '才', '去', '看醫生', '所以', '看', '兩', '次', '我', '覺得', '是', '合理', '的', '但是', '第二', '次', '看診', '的', '是', '年長', '的', '男性', '醫生', '態度', '非常', '差', '因為', '痘痘', '還', '有', '腫塊', '我', '問', '醫生', '能否', '幫', '我', '擠掉', '他', '很', '凶', '地', '說', '擠', '不', '出來', '沒有用', '甚至', '說', '：', '「', '你', '自己', '擠', '看看', '啊', '」', '我', '說', '那', '不', '處理', '就', '很', '醜', '他', '說', '：', '「', '就是', '醜', '啊', '沒辦法', '」', '整', '個', '只是', '想', '打發', '人', '而', '不', '是', '解決', '問題', '我', '後來', '是', '去', '另', '一', '家', '診所', '醫生', '就', '幫', '我', '擠還給', '我', '除', '疤', '藥膏', '才', '好', '的', '哦']",1
"['身為', '一', '個', '從小', '在', '北屯', '長大', '的', '人', '這', '間', '真的', '是', '我', '看過', '最', '爛', '的', '皮膚科', '診所', '沒有', '之', '一', '男', '醫生', '很', '隨便', '且', '敷衍', '的', '看診', '開', '的', '藥', '也', '完全', '沒有用', '不', '知道', '為何', '這', '兩', '年', '越來越', '多', '人', '排隊', '或許', '有', '新', '醫生', '後', '有', '改善', '狀況', '大家', '還是', '可以', '嘗試', '看看', '但', '對', '我', '而言', '就', '是', '個', '超', '令', '人', '無言', '的', '皮膚科']",1
"['男', '醫生', '主觀', '嚴重', '誤判', '我', '妹妹', '還', '去', '掛急診', '醫生', '還', '說', '要', '住院', '觀察', '當初', '就', '說', '很', '痛', '了', '會', '癢', '嘴巴', '有些', '微腫', '起', '當初', '蓮華', '男', '醫生', '還', '說', '大驚小怪', '現在', '加上', '吃錯藥', '延誤', '嘴巴腫', '的', '跟', '臘腸', '一樣', '周日', '上', '急診', '抽血', '醫生', '藥別', '吃', '真的', '吃錯', '藥', '了', '我', '妹妹', '直接', '被', '抬出去', '真的', '是', '又', '剛好', '周日', '真的', '不', '推薦']",1
"['看過', '不少', '皮膚科', '其他', '間', '都', '給', '我', '一', '種', '例行', '公事', '每', '個', '人', '開', '一樣', '的', '藥草草', '了事', '的', '感覺', '喜歡', '這', '間', '醫生', '問診', '細心', '對症下藥', '也', '會', '分享', '平時', '怎麼', '照顧', '皮膚', '大推']",5
"['端午節', '連', '假', '好多', '診所', '沒', '開', '詢問', '多', '處', '終於', '發現', '蓮華', '有', '營業', '有點', '遠', '但', '還是', '去', '試試', '天氣', '太', '熱手腳', '上', '長', '了', '許多', '不明紅色', '小', '泡泡', '搔癢', '難耐', '困擾', '多時', '家人', '藥局', '買', '的', '藥膏', '隨手', '拿來', '擦', '了', '效果', '不彰', '放假', '來', '看病', '的', '人', '還', '不少', '等待', '時間', '有點', '長', '不過', '尚可', '接受', '附近', '商家', '不少', '心想', '下', '次', '來', '要', '先', '來', '掛號', '再', '去', '喝', '個', '飲料', '就', '不用', '和', '其他', '人', '擠', '等', '著', '侯診', 'ㄧ', '直', '有', '人', '問', '還要', '等', '幾', '位', '櫃檯', '小姐', '也', '都', '親切', '的', '回覆', '輪到', '我', '醫師', '診斷', '是', '汗泡疹', '拿回來', '的', '藥', '吃', '了', '三', '天', '配合', '藥膏', '多', '擦', '幾', '次', '幾', '天', '就', '好', '得', '差不多', '了', '已', '不再', '癢', '得', '不停', '的', '想', '抓', '之前', '也', '曾', '看過', '幾', '次', '其他', '診所', '一直', '診斷', '是', '濕疹', '或', '黴菌', '感染', '擦', '的', '藥膏', '雖', '有', '改善', '效果', '卻', '不佳', '醫師', '說明', '簡單', '明瞭', '看診', '不會', '解說', '太多', '不相干', '的', '事情', '佔用', '太多', '時間', '現在']",4
"['可能', '剛好', '遇到', '醫生', '懶', '的', '下樓', '大廳', '沒有', '其他', '等候', '的', '客人', '但', '我', '等', '了', '半', '小時', '有', '卻', '等', '不', '到', '人', '不愧', '是', '評價', '36']",1
"['很', '貴', '所以', '剛', '開始', '態度', '很', '好', '還', '有', 'VIP', '包廂', '打', '東西', '的', '時候', '有', '給', '你', '壓力球', '捏', '結果', '最後', '一', '次', '超爛', '而且', '隨便', '打', '一', '打', '就', '沒', '了', '本來', '想', '再', '繼續', '賣', '課程', '現在', '完全', '不', '想要', '了']",1
"['好', '到', '棒棒', '到', '無從', '說起', '果然', '是', 'PRO', '級', '的', '美女', '醫師', '😀👌✌🖕', '我', '皮膚炎', '已經', '好', '了', '謝謝', '你', '美女', '醫師', '辛苦', '你', '了']",5
"['不', '知道', '為什麼', '門診', '後', '順道', '問', '醫美', '的', '部分', '就', '說', '要', '收', '諮詢費', '然後', '來', '諮詢', '的', '人', '這麼', '愛理不理', '說明', '的', '時候', '沒有', '表情', '丶', '眼神', '驕傲', '丶話', '很少', '就', '已經', '說', '我', '不了', '解', '這', '方面', '資訊', '才', '來', '諮詢', '的', '了', '態度', '這麼', '差', '有錢', '也', '不會', '想', '來', '這裡', '做', '呢', '今天', '主要', '去', '看', '痘痘', '拿', '了', '藥', '回來', '一', '個', '星期', '後', '再', '看', '效果', '怎麼樣', '吧']",2
"['光線', '柔和', '環境', '舒適']",5
"['老', '醫生', '很', '仔細', '也', '很', '厲害', '態度', '我', '也', '覺得', '很', '親和', '可能', '說話', '直接', '但是', '很', '真', '不會', '講', '些', '很', '官方', '的', '也', '會', '給', '你', '建議', '生活', '習慣', '什麼', '的', '我', '覺得', '都', '是', '為', '患者', '好', '有些', '評論', '也', '只是', '覺得', '態度', '這', '因', '人而異', '感覺', '就', '給', '一', '顆', '星', '但', '重要', '的', '醫術', '才', '是', '根本', '生意', '好', '不', '好', '不', '是', '重點', '重點', '是', '治療', '好', '不', '好', '如果', '只是', '因為', '用', '人潮', '來', '判斷', '醫生', '好', '不', '好', '真的', '也', '太', '膚淺', '但', '好', '醫生', '值得', '我', '寫', '一', '篇', '挺', '五', '顆', '星']",5
"['第一', '次', '遇到', '皮膚科', '醫生', '願意', '花', '很多', '時間', '分析', '造成', '的', '原因', '及', '案例', '分享', '從', '病因', '的', '產生', '到', '如何', '的', '治療', '與', '預防', '真的', '是', '一', '個', '用心', '的', '醫生']",5
"['醫生', '的', '態度', '真的', '需要', '改善', '不要', '把', '香港', '的', '心態', '帶到', '台灣', '來', '我', '發現', '他們', '夫妻', '的', '想法', '都', '差不多', '所以', '生意', '一直', '不', '是', '很', '好', '如果', '能', '改善', '他', '的', '態度', '我', '相信', '生意', '會', '更', '好']",1
"['醫生', '相當', '專業', '經驗', '豐富', '且', '講解', '詳細', '之前', '去', '別', '間', '看', '腳底', '病毒', '疣因為', '醫生', '沒有', '積極', '處理', '一直', '好不了', '之後', '換到', '理想', '皮膚科', '診所', '找', '醫生', '看', '了', '兩', '次', '就', '痊癒', '了', '真心', '推薦']",5
"['醫生人', '很', '好', '講解', '很', '詳細', '手', '上', '的', '病毒', '疣', '去', '其他', '診所', '看', '了', '很', '久', '看', '不', '好', '來', '這裏', '之後', '沒', '幾', '次', '就', '痊癒', '了', '雖然', '不', '知道', '為什麼', '有些', '的', '留言', '很', '負面', '但是', '以', '我', '的', '觀點', '來', '看醫生', '是', '很', '專業', '的', '推薦給', '大家']",5
"['意外', '找到', '這', '間', '皮膚科', '遇到', '蔡', '醫師', '非常', '溫柔', '細心', '從', '油肌', '到', '幾乎', '不會', '出', '油', '的', '狀況', '還', '會', '關心', '平常', '狀況', '從等', '拍', '婚紗', '到', '舉行', '婚禮', '從中', '了', '解', '臉部', '狀況', '😆', '預約', '制度', '有', '網路', '成功', '初診', '掛號', '後', '每', '次', '看診', '都', '可以', '算', '預約', '下', '次', '回診', '時間', '但是', '有時候', '確認', '好', '還是', '有', '被', '約錯', '的', '可能', '還', '發生', '一', '次', '臉書', '私訊', '要', '改', '時間', '要', '改', '日期', '但', '時間', '不變', '診所', '直接', '罐頭', '訊息', '回應', '幫', '你', '預約好', '嘍', '後面', '才', '備註', '其他', '時間點', '根本', '不', '是', '患者', '可以', '的', '時間', '其實', '只要', '多', '回覆', '一', '句', '您', '想', '約', '的', '時間', '已經', '沒有', '嘍', '或是', '這', '個', '時段', '已經', '沒有', '嘍', '請問', '其他', '這', '個', '時段', '可以', '嗎', '善意', '提醒', '告知', '卻', '收到', '一', '句', 'bye', '還', '加', '符號', '並', '不', '是', '每', '位', '患者', '都', '住在', '診所', '附近', '雖然', '是', '我', '自己', '沒有', '確認', '好', '但是', '我', '覺得', '善意', '提醒', '彼此', '卻', '收']",5
